iter	Passed	Remaining
1675	12384	9783
1676	12392	9776
1677	12398	9768
1678	12405	9760
1679	12413	9753
1680	12423	9747
1681	12432	9741
1682	12438	9733
1683	12444	9725
1684	12451	9717
1685	12458	9709
1686	12464	9701
1687	12471	9693
1688	12478	9685
1689	12486	9678
1690	12492	9670
1691	12500	9663
1692	12508	9656
1693	12514	9648
1694	12522	9641
1695	12528	9632
1696	12535	9625
1697	12543	9617
1698	12549	9609
1699	12555	9601
1700	12568	9597
1701	12575	9590
1702	12582	9582
1703	12589	9575
1704	12595	9566
1705	12603	9559
1706	12609	9551
1707	12616	9543
1708	12624	9536
1709	12630	9528
1710	12637	9520
1711	12643	9512
1712	12650	9504
1713	12658	9497
1714	12665	9490
1715	12673	9482
1716	12680	9475
1717	12687	9467
1718	12695	9460
1719	12703	9453
1720	12710	9446
1721	12717	9438
1722	12726	9431
1723	12733	9424
1724	12741	9417
1725	12749	9410
1726	12757	9403
1727	12764	9396
1728	12772	9389
1729	12780	9382
1730	12788	9375
1731	12796	9368
1732	12804	9361
1733	12812	9354
1734	12820	9347
1735	12828	9340
1736	12836	9333
1737	12843	9326
1738	12851	9318
1739	12859	9311
1740	12868	9305
1741	12875	9297
1742	12883	9291
1743	12891	9284
1744	12899	9276
1745	12906	9269
1746	12916	9263
1747	12923	9256
1748	12932	9249
1749	12939	9242
1750	12947	9235
1751	12955	9228
1752	12964	9221
1753	12972	9215
1754	12981	9209
1755	12990	9202
1756	12998	9195
1757	13008	9190
1758	13016	9183
1759	13024	9176
1760	13033	9170
1761	13042	9163
1762	13050	9157
1763	13059	9150
1764	13068	9144
1765	13078	9138
1766	13087	9132
1767	13096	9126
1768	13105	9119
1769	13113	9113
1770	13123	9107
1771	13132	9100
1772	13142	9095
1773	13151	9089
1774	13162	9083
1775	13170	9076
1776	13180	9071
1777	13189	9065
1778	13199	9059
1779	13209	9053
1780	13218	9047
1781	13231	9043
1782	13242	9038
1783	13253	9033
1784	13262	9027
1785	13272	9021
1786	13282	9015
1787	13292	9010
1788	13304	9005
1789	13314	9000
1790	13325	8995
1791	13335	8989
1792	13345	8984
1793	13356	8978
1794	13368	8974
1795	13377	8968
1796	13387	8962
1797	13396	8956
1798	13407	8950
1799	13417	8944
1800	13427	8939
1801	13437	8933
1802	13446	8927
1803	13457	8921
1804	13466	8915
1805	13476	8910
1806	13488	8905
1807	13497	8898
1808	13508	8893
1809	13518	8888
1810	13527	8881
1811	13538	8876
1812	13555	8874
1813	13568	8870
1814	13577	8864
1815	13589	8859
1816	13599	8854
1817	13608	8848
1818	13619	8842
1819	13632	8838
1820	13641	8832
1821	13652	8826
1822	13662	8820
1823	13674	8816
1824	13688	8813
1825	13704	8810
1826	13717	8807
1827	13725	8800
1828	13736	8794
1829	13748	8789
1830	13758	8783
1831	13769	8778
1832	13781	8773
1833	13790	8767
1834	13800	8761
1835	13809	8755
1836	13819	8748
1837	13829	8743
1838	13838	8736
1839	13848	8730
1840	13857	8723
1841	13866	8717
1842	13877	8711
1843	13886	8705
1844	13896	8699
1845	13905	8693
1846	13916	8687
1847	13925	8680
1848	13934	8674
1849	13944	8667
1850	13953	8661
1851	13963	8655
1852	13972	8649
1853	13982	8642
1854	13993	8637
1855	14003	8631
1856	14015	8626
1857	14025	8620
1858	14034	8614
1859	14043	8607
1860	14053	8601
1861	14062	8594
1862	14073	8589
1863	14084	8583
1864	14097	8579
1865	14108	8573
1866	14120	8569
1867	14130	8562
1868	14142	8558
1869	14153	8552
1870	14164	8547
1871	14176	8542
1872	14189	8537
1873	14201	8532
1874	14214	8528
1875	14225	8523
1876	14236	8517
1877	14245	8511
1878	14257	8505
1879	14268	8500
1880	14278	8494
1881	14289	8488
1882	14298	8482
1883	14310	8476
1884	14320	8470
1885	14329	8463
1886	14338	8457
1887	14346	8450
1888	14356	8443
1889	14366	8437
1890	14374	8430
1891	14384	8423
1892	14394	8417
1893	14404	8411
1894	14412	8403
1895	14423	8398
1896	14432	8391
1897	14441	8384
1898	14450	8378
1899	14460	8371
1900	14470	8365
1901	14480	8359
1902	14489	8352
1903	14499	8346
1904	14508	8339
1905	14517	8332
1906	14526	8325
1907	14541	8322
1908	14551	8316
1909	14560	8309
1910	14570	8303
1911	14581	8297
1912	14590	8290
1913	14599	8283
1914	14608	8276
1915	14618	8270
1916	14627	8263
1917	14637	8257
1918	14648	8251
1919	14657	8244
1920	14668	8239
1921	14676	8231
1922	14687	8225
1923	14697	8219
1924	14705	8212
1925	14715	8205
1926	14724	8199
1927	14734	8192
1928	14743	8185
1929	14753	8179
1930	14763	8173
1931	14775	8167
1932	14786	8161
1933	14797	8155
1934	14805	8149
1935	14815	8142
1936	14824	8135
1937	14833	8128
1938	14842	8121
1939	14851	8114
1940	14859	8107
1941	14868	8100
1942	14879	8094
1943	14888	8087
1944	14897	8080
1945	14906	8073
1946	14916	8067
1947	14925	8060
1948	14933	8053
1949	14943	8046
1950	14952	8039
1951	14961	8032
1952	14970	8025
1953	14980	8019
1954	14988	8011
1955	14997	8005
1956	15007	7998
1957	15016	7991
1958	15026	7985
1959	15034	7977
1960	15044	7971
1961	15053	7963
1962	15062	7957
1963	15071	7950
1964	15080	7943
1965	15091	7937
1966	15100	7930
1967	15111	7924
1968	15120	7917
1969	15129	7910
1970	15139	7903
1971	15147	7896
1972	15157	7889
1973	15165	7882
1974	15176	7876
1975	15187	7870
1976	15196	7863
1977	15206	7856
1978	15215	7849
1979	15226	7843
1980	15236	7837
1981	15245	7830
1982	15254	7823
1983	15262	7816
1984	15273	7809
1985	15281	7802
1986	15291	7795
1987	15299	7788
1988	15308	7781
1989	15318	7774
1990	15327	7767
1991	15336	7760
1992	15344	7753
1993	15354	7746
1994	15362	7739
1995	15372	7732
1996	15380	7725
1997	15389	7717
1998	15397	7710
1999	15406	7703
2000	15416	7696
2001	15425	7689
2002	15436	7683
2003	15444	7676
2004	15454	7669
2005	15463	7662
2006	15470	7654
2007	15480	7647
2008	15487	7639
2009	15500	7634
2010	15512	7628
2011	15522	7622
2012	15533	7616
2013	15548	7612
2014	15559	7605
2015	15569	7599
2016	15582	7594
2017	15592	7587
2018	15603	7581
2019	15613	7575
2020	15622	7567
2021	15634	7561
2022	15644	7555
2023	15654	7548
2024	15665	7542
2025	15674	7535
2026	15684	7528
2027	15694	7522
2028	15704	7515
2029	15716	7509
2030	15725	7502
2031	15734	7495
2032	15744	7489
2033	15754	7482
2034	15765	7475
2035	15775	7469
2036	15786	7463
2037	15796	7456
2038	15807	7450
2039	15817	7443
2040	15828	7437
2041	15837	7430
2042	15848	7424
2043	15859	7417
2044	15868	7410
2045	15878	7403
2046	15888	7396
2047	15898	7390
2048	15909	7384
2049	15919	7377
2050	15929	7370
2051	15939	7363
2052	15948	7356
2053	15958	7349
2054	15968	7343
2055	15981	7337
2056	15990	7330
2057	15999	7323
2058	16010	7317
2059	16019	7309
2060	16029	7303
2061	16042	7297
2062	16051	7290
2063	16062	7283
2064	16072	7277
2065	16081	7270
2066	16094	7264
2067	16104	7257
2068	16112	7250
2069	16123	7243
2070	16132	7236
2071	16143	7230
2072	16154	7224
2073	16164	7217
2074	16174	7210
2075	16184	7203
2076	16192	7195
2077	16203	7189
2078	16212	7182
2079	16222	7175
2080	16231	7168
2081	16241	7161
2082	16252	7154
2083	16260	7147
2084	16269	7139
2085	16277	7132
2086	16287	7125
2087	16296	7117
2088	16305	7110
2089	16314	7103
2090	16322	7095
2091	16333	7089
2092	16343	7082
2093	16352	7075
2094	16361	7067
2095	16371	7061
2096	16381	7054
2097	16390	7046
2098	16401	7040
2099	16410	7033
2100	16420	7026
2101	16430	7019
2102	16437	7011
2103	16447	7004
2104	16455	6996
2105	16464	6989
2106	16472	6981
2107	16488	6976
2108	16499	6970
2109	16507	6962
2110	16518	6956
2111	16528	6949
2112	16537	6941
2113	16548	6935
2114	16557	6928
2115	16567	6921
2116	16578	6914
2117	16588	6907
2118	16598	6900
2119	16607	6893
2120	16619	6887
2121	16629	6880
2122	16638	6873
2123	16651	6867
2124	16663	6861
2125	16676	6855
2126	16687	6848
2127	16698	6842
2128	16708	6835
2129	16719	6829
2130	16730	6822
2131	16739	6815
2132	16749	6808
2133	16760	6801
2134	16768	6793
2135	16779	6787
2136	16789	6780
2137	16799	6773
2138	16808	6765
2139	16817	6758
2140	16826	6751
2141	16835	6743
2142	16845	6736
2143	16856	6730
2144	16866	6723
2145	16877	6716
2146	16887	6709
2147	16897	6702
2148	16907	6695
2149	16917	6688
2150	16928	6681
2151	16938	6674
2152	16947	6667
2153	16958	6660
2154	16967	6653
2155	16976	6645
2156	16986	6638
2157	16996	6631
2158	17007	6624
2159	17019	6618
2160	17031	6612
2161	17042	6605
2162	17053	6599
2163	17065	6592
2164	17075	6585
2165	17085	6578
2166	17094	6571
2167	17104	6564
2168	17114	6557
2169	17124	6550
2170	17134	6542
2171	17143	6535
2172	17153	6528
2173	17162	6520
2174	17173	6514
2175	17183	6506
2176	17192	6499
2177	17201	6492
2178	17210	6484
2179	17219	6477
2180	17228	6469
2181	17238	6462
2182	17247	6455
2183	17257	6447
2184	17267	6440
2185	17275	6433
2186	17285	6425
2187	17294	6418
2188	17303	6410
2189	17312	6403
2190	17321	6395
2191	17330	6388
2192	17338	6380
2193	17347	6373
2194	17356	6365
2195	17366	6358
2196	17375	6350
2197	17386	6343
2198	17397	6337
2199	17405	6329
2200	17415	6321
2201	17423	6314
2202	17432	6306
2203	17440	6298
2204	17448	6291
2205	17464	6285
2206	17473	6278
2207	17484	6271
2208	17493	6264
2209	17501	6256
2210	17510	6248
2211	17519	6241
2212	17528	6233
2213	17538	6226
2214	17548	6219
2215	17558	6211
2216	17570	6205
2217	17580	6198
2218	17589	6190
2219	17600	6183
2220	17609	6176
2221	17618	6168
2222	17629	6161
2223	17638	6154
2224	17648	6147
2225	17660	6140
2226	17670	6133
2227	17681	6126
2228	17691	6119
2229	17701	6112
2230	17713	6105
2231	17725	6098
2232	17734	6091
2233	17744	6084
2234	17754	6077
2235	17768	6071
2236	17779	6064
2237	17789	6057
2238	17799	6049
2239	17810	6042
2240	17820	6035
2241	17831	6028
2242	17844	6022
2243	17857	6016
2244	17875	6011
2245	17893	6006
2246	17912	6002
2247	17927	5997
2248	17942	5991
2249	17958	5986
2250	17967	5978
2251	17980	5972
2252	17993	5966
2253	18007	5960
2254	18022	5954
2255	18032	5946
2256	18042	5939
2257	18053	5932
2258	18063	5925
2259	18074	5918
2260	18087	5911
2261	18097	5904
2262	18110	5898
2263	18122	5891
2264	18130	5883
2265	18140	5875
2266	18148	5868
2267	18158	5860
2268	18167	5853
2269	18176	5845
2270	18186	5838
2271	18195	5830
2272	18205	5823
2273	18215	5815
2274	18225	5808
2275	18235	5800
2276	18244	5792
2277	18254	5785
2278	18263	5777
2279	18272	5770
2280	18283	5763
2281	18291	5755
2282	18301	5747
2283	18311	5740
2284	18320	5732
2285	18330	5725
2286	18338	5717
2287	18347	5709
2288	18356	5701
2289	18367	5694
2290	18377	5687
2291	18386	5679
2292	18397	5672
2293	18405	5664
2294	18415	5657
2295	18423	5649
2296	18433	5641
2297	18442	5633
2298	18451	5626
2299	18465	5620
2300	18474	5612
2301	18485	5604
2302	18495	5597
2303	18504	5589
2304	18515	5582
2305	18524	5575
2306	18534	5567
2307	18544	5560
2308	18553	5552
2309	18563	5544
2310	18572	5537
2311	18582	5529
2312	18592	5522
2313	18602	5514
2314	18611	5507
2315	18621	5499
2316	18631	5492
2317	18643	5485
2318	18653	5477
2319	18663	5470
2320	18673	5462
2321	18683	5455
2322	18694	5448
2323	18703	5440
2324	18714	5433
2325	18725	5426
2326	18736	5418
2327	18746	5411
2328	18757	5404
2329	18765	5396
2330	18776	5388
2331	18784	5380
2332	18795	5373
2333	18804	5365
2334	18814	5358
2335	18825	5351
2336	18835	5343
2337	18845	5336
2338	18855	5328
2339	18865	5320
2340	18875	5313
2341	18885	5306
2342	18896	5298
2343	18906	5291
2344	18917	5283
2345	18928	5276
2346	18938	5269
2347	18948	5261
2348	18958	5254
2349	18966	5246
2350	18975	5238
2351	18984	5230
2352	18994	5223
2353	19005	5215
2354	19014	5207
2355	19024	5200
2356	19032	5192
2357	19042	5184
2358	19051	5176
2359	19060	5168
2360	19068	5160
2361	19077	5153
2362	19087	5145
2363	19096	5137
2364	19105	5129
2365	19114	5122
2366	19124	5114
2367	19134	5106
2368	19143	5099
2369	19153	5091
2370	19162	5083
2371	19172	5075
2372	19181	5068
2373	19190	5060
2374	19200	5052
2375	19208	5044
2376	19219	5037
2377	19227	5029
2378	19237	5021
2379	19245	5013
2380	19254	5005
2381	19262	4997
2382	19271	4989
2383	19280	4981
2384	19288	4973
2385	19323	4972
2386	19337	4966
2387	19347	4958
2388	19355	4950
2389	19365	4942
2390	19375	4934
2391	19383	4926
2392	19391	4918
2393	19399	4910
2394	19408	4902
2395	19417	4894
2396	19425	4886
2397	19437	4879
2398	19448	4872
2399	19456	4864
2400	19466	4856
2401	19475	4848
2402	19484	4840
2403	19493	4832
2404	19501	4824
2405	19510	4816
2406	19518	4808
2407	19527	4800
2408	19534	4792
2409	19544	4784
2410	19553	4776
2411	19563	4769
2412	19571	4760
2413	19579	4753
2414	19588	4745
2415	19598	4737
2416	19607	4729
2417	19615	4721
2418	19624	4713
2419	19634	4705
2420	19643	4697
2421	19654	4690
2422	19666	4683
2423	19676	4675
2424	19685	4667
2425	19695	4660
2426	19707	4652
2427	19719	4645
2428	19735	4639
2429	19746	4631
2430	19759	4624
2431	19769	4617
2432	19780	4609
2433	19791	4602
2434	19801	4594
2435	19810	4586
2436	19820	4578
2437	19831	4571
2438	19840	4563
2439	19849	4555
2440	19858	4547
2441	19868	4539
2442	19879	4532
2443	19888	4524
2444	19897	4516
2445	19906	4508
2446	19916	4500
2447	19927	4493
2448	19936	4485
2449	19946	4477
2450	19955	4469
2451	19964	4461
2452	19974	4454
2453	19984	4446
2454	19993	4438
2455	20003	4430
2456	20011	4422
2457	20022	4415
2458	20031	4407
2459	20040	4399
2460	20049	4391
2461	20059	4383
2462	20069	4375
2463	20079	4367
2464	20088	4359
2465	20096	4351
2466	20106	4344
2467	20114	4335
2468	20125	4328
2469	20135	4320
2470	20144	4312
2471	20153	4304
2472	20162	4296
2473	20173	4289
2474	20182	4281
2475	20192	4273
2476	20202	4265
2477	20210	4257
2478	20221	4249
2479	20230	4241
2480	20240	4234
2481	20251	4226
2482	20261	4218
2483	20272	4211
2484	20283	4203
2485	20292	4195
2486	20303	4187
2487	20313	4180
2488	20323	4172
2489	20335	4165
2490	20344	4157
2491	20354	4149
2492	20367	4142
2493	20376	4134
2494	20388	4126
2495	20398	4118
2496	20407	4110
2497	20421	4103
2498	20432	4096
2499	20441	4088
2500	20451	4080
2501	20459	4072
2502	20468	4064
2503	20477	4056
2504	20488	4048
2505	20500	4041
2506	20509	4033
2507	20520	4025
2508	20531	4017
2509	20541	4010
2510	20550	4002
2511	20561	3994
2512	20572	3986
2513	20583	3979
2514	20593	3971
2515	20603	3963
2516	20613	3955
2517	20623	3947
2518	20634	3940
2519	20644	3932
2520	20654	3924
2521	20664	3916
2522	20675	3908
2523	20686	3901
2524	20699	3894
2525	20711	3886
2526	20720	3878
2527	20731	3870
2528	20741	3862
2529	20751	3855
2530	20762	3847
2531	20773	3839
2532	20782	3831
2533	20792	3823
2534	20801	3815
2535	20811	3807
2536	20819	3799
2537	20829	3791
2538	20839	3783
2539	20847	3775
2540	20857	3767
2541	20869	3760
2542	20880	3752
2543	20891	3744
2544	20900	3736
2545	20910	3728
2546	20920	3720
2547	20928	3712
2548	20937	3704
2549	20946	3696
2550	20957	3688
2551	20967	3680
2552	20977	3672
2553	20986	3664
2554	20996	3656
2555	21007	3649
2556	21016	3641
2557	21026	3633
2558	21036	3625
2559	21044	3617
2560	21054	3609
2561	21063	3601
2562	21072	3592
2563	21081	3584
2564	21091	3576
2565	21100	3568
2566	21110	3560
2567	21119	3552
2568	21128	3544
2569	21137	3536
2570	21146	3528
2571	21155	3520
2572	21163	3512
2573	21173	3504
2574	21182	3496
2575	21190	3487
2576	21198	3479
2577	21208	3471
2578	21217	3463
2579	21225	3455
2580	21235	3447
2581	21243	3439
2582	21252	3431
2583	21262	3422
2584	21271	3414
2585	21280	3406
2586	21288	3398
2587	21299	3390
2588	21308	3382
2589	21318	3374
2590	21326	3366
2591	21337	3358
2592	21347	3350
2593	21356	3342
2594	21366	3334
2595	21375	3326
2596	21384	3318
2597	21398	3311
2598	21408	3303
2599	21419	3295
2600	21429	3287
2601	21437	3279
2602	21447	3271
2603	21456	3262
2604	21465	3254
2605	21474	3246
2606	21484	3238
2607	21494	3230
2608	21504	3222
2609	21515	3214
2610	21523	3206
2611	21532	3198
2612	21541	3190
2613	21552	3182
2614	21562	3174
2615	21570	3166
2616	21580	3158
2617	21588	3150
2618	21597	3141
2619	21605	3133
2620	21616	3125
2621	21624	3117
2622	21633	3109
2623	21643	3101
2624	21651	3093
2625	21660	3084
2626	21669	3076
2627	21677	3068
2628	21686	3060
2629	21695	3052
2630	21704	3044
2631	21714	3036
2632	21722	3027
2633	21731	3019
2634	21740	3011
2635	21749	3003
2636	21757	2995
2637	21766	2986
2638	21776	2978
2639	21786	2970
2640	21795	2962
2641	21806	2954
2642	21815	2946
2643	21824	2938
2644	21833	2930
2645	21845	2922
2646	21854	2914
2647	21864	2906
2648	21874	2898
2649	21884	2890
2650	21894	2882
2651	21903	2874
2652	21912	2865
2653	21920	2857
2654	21930	2849
2655	21942	2841
2656	21955	2834
2657	21964	2826
2658	21974	2818
2659	21986	2810
2660	21996	2802
2661	22006	2794
2662	22015	2786
2663	22026	2778
2664	22036	2770
2665	22045	2761
2666	22055	2753
2667	22064	2745
2668	22074	2737
2669	22082	2729
2670	22092	2721
2671	22100	2712
2672	22109	2704
2673	22119	2696
2674	22127	2688
2675	22137	2680
2676	22146	2672
2677	22156	2664
2678	22165	2655
2679	22173	2647
2680	22183	2639
2681	22191	2631
2682	22200	2623
2683	22209	2614
2684	22218	2606
2685	22226	2598
2686	22237	2590
2687	22245	2582
2688	22254	2573
2689	22263	2565
2690	22272	2557
2691	22283	2549
2692	22293	2541
2693	22302	2533
2694	22311	2525
2695	22325	2517
2696	22336	2509
2697	22344	2501
2698	22355	2493
2699	22365	2485
2700	22374	2476
2701	22391	2469
2702	22403	2461
2703	22413	2453
2704	22423	2445
2705	22435	2437
2706	22446	2429
2707	22457	2421
2708	22468	2413
2709	22478	2405
2710	22488	2397
2711	22499	2389
2712	22507	2381
2713	22518	2372
2714	22529	2365
2715	22540	2356
2716	22551	2348
2717	22561	2340
2718	22571	2332
2719	22579	2324
2720	22589	2316
2721	22602	2308
2722	22615	2300
2723	22629	2292
2724	22639	2284
2725	22651	2276
2726	22663	2268
2727	22677	2261
2728	22686	2252
2729	22696	2244
2730	22705	2236
2731	22715	2228
2732	22726	2220
2733	22735	2211
2734	22748	2204
2735	22757	2195
2736	22768	2187
2737	22780	2179
2738	22790	2171
2739	22799	2163
2740	22810	2155
2741	22820	2147
2742	22831	2139
2743	22843	2131
2744	22852	2122
2745	22862	2114
2746	22871	2106
2747	22881	2098
2748	22893	2090
2749	22903	2082
2750	22912	2073
2751	22923	2065
2752	22932	2057
2753	22942	2049
2754	22952	2041
2755	22962	2032
2756	22971	2024
2757	22979	2016
2758	22989	2008
2759	22998	1999
2760	23007	1991
2761	23015	1983
2762	23026	1975
2763	23034	1966
2764	23044	1958
2765	23054	1950
2766	23063	1942
2767	23073	1933
2768	23083	1925
2769	23092	1917
2770	23100	1909
2771	23109	1900
2772	23119	1892
2773	23127	1884
2774	23136	1875
2775	23145	1867
2776	23155	1859
2777	23164	1851
2778	23173	1842
2779	23182	1834
2780	23191	1826
2781	23200	1818
2782	23209	1809
2783	23218	1801
2784	23227	1793
2785	23235	1784
2786	23245	1776
2787	23255	1768
2788	23264	1760
2789	23273	1751
2790	23282	1743
2791	23290	1735
2792	23302	1727
2793	23311	1718
2794	23320	1710
2795	23329	1702
2796	23337	1693
2797	23347	1685
2798	23356	1677
2799	23371	1669
2800	23383	1661
2801	23392	1652
2802	23403	1644
2803	23414	1636
2804	23424	1628
2805	23435	1620
2806	23446	1612
2807	23457	1603
2808	23467	1595
2809	23480	1587
2810	23489	1579
2811	23498	1571
2812	23506	1562
2813	23516	1554
2814	23525	1546
2815	23535	1537
2816	23546	1529
2817	23557	1521
2818	23568	1513
2819	23580	1505
2820	23589	1496
2821	23601	1488
2822	23613	1480
2823	23622	1472
2824	23633	1464
2825	23643	1455
2826	23653	1447
2827	23663	1439
2828	23673	1430
2829	23683	1422
2830	23693	1414
2831	23704	1406
2832	23714	1397
2833	23727	1389
2834	23736	1381
2835	23747	1373
2836	23759	1365
2837	23773	1357
2838	23783	1348
2839	23797	1340
2840	23811	1332
2841	23827	1324
2842	23836	1316
2843	23850	1308
2844	23863	1300
2845	23880	1292
2846	23896	1284
2847	23912	1276
2848	23925	1268
2849	23938	1259
2850	23954	1251
2851	23971	1243
2852	23988	1236
2853	24000	1227
2854	24016	1219
2855	24029	1211
2856	24046	1203
2857	24060	1195
2858	24075	1187
2859	24088	1179
2860	24099	1170
2861	24112	1162
2862	24125	1154
2863	24141	1146
2864	24152	1138
2865	24162	1129
2866	24175	1121
2867	24186	1113
2868	24196	1104
2869	24208	1096
2870	24220	1088
2871	24229	1079
2872	24239	1071
2873	24250	1063
2874	24259	1054
2875	24269	1046
2876	24281	1038
2877	24291	1029
2878	24300	1021
2879	24309	1012
2880	24318	1004
2881	24329	996
2882	24340	987
2883	24360	979
2884	24372	971
2885	24388	963
2886	24402	955
2887	24418	946
2888	24431	938
2889	24458	930
2890	24486	923
2891	24500	914
2892	24518	906
2893	24532	898
2894	24544	890
2895	24556	881
2896	24568	873
2897	24579	865
2898	24592	856
2899	24602	848
2900	24614	839
2901	24626	831
2902	24637	823
2903	24647	814
2904	24657	806
2905	24666	797
2906	24676	789
2907	24687	781
2908	24696	772
2909	24707	764
2910	24716	755
2911	24726	747
2912	24737	738
2913	24747	730
2914	24758	721
2915	24766	713
2916	24776	704
2917	24785	696
2918	24795	688
2919	24806	679
2920	24815	671
2921	24825	662
2922	24838	654
2923	24849	645
2924	24859	637
2925	24868	628
2926	24878	620
2927	24886	611
2928	24895	603
2929	24905	595
2930	24914	586
2931	24922	578
2932	24931	569
2933	24941	561
2934	24949	552
2935	24959	544
2936	24971	535
2937	24982	527
2938	24993	518
2939	25005	510
2940	25015	501
2941	25026	493
2942	25037	484
2943	25047	476
2944	25056	467
2945	25065	459
2946	25074	450
2947	25084	442
2948	25093	433
2949	25103	425
2950	25112	416
2951	25120	408
2952	25130	399
2953	25140	391
2954	25150	382
2955	25158	374
2956	25168	365
2957	25177	357
2958	25187	348
2959	25196	340
2960	25205	331
2961	25215	323
2962	25223	314
2963	25232	306
2964	25241	297
2965	25251	289
2966	25259	280
2967	25271	272
2968	25281	263
2969	25290	255
2970	25300	246
2971	25310	238
2972	25319	229
2973	25330	221
2974	25343	212
2975	25353	204
2976	25363	195
2977	25373	187
2978	25382	178
2979	25392	170
2980	25403	161
2981	25413	153
2982	25424	144
2983	25435	136
2984	25446	127
2985	25456	119
2986	25466	110
2987	25476	102
2988	25487	93
2989	25498	85
2990	25510	76
2991	25520	68
2992	25533	59
2993	25557	51
2994	25567	42
2995	25577	34
2996	25587	25
2997	25598	17
2998	25608	8
2999	25618	0
