iter	RMSE
147	9898543.654
148	9888390.78
149	9878112.101
150	9865195.407
151	9850169.035
152	9832702.861
153	9817132.188
154	9803700.474
155	9788123.536
156	9770309.489
157	9758083.723
158	9746794.556
159	9733923.858
160	9721992.236
161	9714032.463
162	9702495.177
163	9693444.532
164	9681159.339
165	9663681.037
166	9654576.763
167	9643023.373
168	9637156.888
169	9626769.776
170	9616247.963
171	9606250.309
172	9599110.125
173	9585996.687
174	9573257.394
175	9555075.562
176	9545004.045
177	9534540.952
178	9526947.497
179	9520017.645
180	9511811.228
181	9499238.404
182	9489358.333
183	9482486.156
184	9473247.435
185	9456210.359
186	9445111.699
187	9433956.471
188	9425278.728
189	9415410.943
190	9398290.279
191	9391526.618
192	9377729.725
193	9369496.617
194	9356317.471
195	9344830.293
196	9334877.794
197	9324892.414
198	9315960.831
199	9306312.916
200	9300398.745
201	9292118.958
202	9285083.493
203	9274892.522
204	9265961.376
205	9258235.842
206	9245611.713
207	9235497.518
208	9229443.629
209	9222976.653
210	9211585.945
211	9203822.994
212	9199026.461
213	9189194.501
214	9180467.114
215	9174113.985
216	9164255.789
217	9157888.786
218	9150759.763
219	9146361.325
220	9136968.712
221	9126789.241
222	9117678.433
223	9108409.593
224	9100625.705
225	9089768.546
226	9079954.636
227	9071437.677
228	9064096.222
229	9058694.245
230	9050488.165
231	9046010.623
232	9037958.003
233	9030548.69
234	9024117.213
235	9017577.205
236	9010086.611
237	9002388.827
238	8990900.236
239	8982308.615
240	8974069.519
241	8967562.006
242	8961578.277
243	8956559.9
244	8950299.994
245	8942079.651
246	8935839.502
247	8928267.139
248	8920491.128
249	8915720.012
250	8903928.972
251	8900162.805
252	8892690.754
253	8888344.069
254	8882764.418
255	8874756.99
256	8868786.044
257	8860503.476
258	8854511.761
259	8847205.287
260	8839133.615
261	8828403.085
262	8819389.678
263	8814076.717
264	8809267.775
265	8806283.433
266	8800738.702
267	8792464.896
268	8784186.933
269	8778572.266
270	8774134.081
271	8768123.118
272	8763599.043
273	8757861.391
274	8750867.77
275	8746389.544
276	8738290.371
277	8731690.265
278	8727793.743
279	8721501.327
280	8714734.83
281	8708252.193
282	8701490.484
283	8693161.226
284	8684997.33
285	8674608.169
286	8669205.65
287	8663798.4
288	8659312.809
289	8655224.873
290	8649098.213
291	8642829.073
292	8634598.869
293	8629908.431
294	8621496.815
295	8612593.216
296	8608306.399
297	8603609.643
298	8599675.297
299	8593014.991
300	8587241.523
301	8581112.135
302	8575971.245
303	8572460.479
304	8567732.475
305	8560173.421
306	8553548.031
307	8542976.201
308	8537624.22
309	8532487.614
310	8526009.107
311	8518593.547
312	8515327.498
313	8509881.481
314	8505143.672
315	8500458.55
316	8491335.48
317	8486911.86
318	8480977.875
319	8476560.542
320	8472844.671
321	8469792.05
322	8465660.261
323	8460958.909
324	8451834.028
325	8445759.625
326	8441113.037
327	8435815.835
328	8430417.41
329	8425407.217
330	8419839.486
331	8413579.152
332	8410195.34
333	8403549.159
334	8397082.334
335	8392101.718
336	8388555.257
337	8382935.695
338	8376288.924
339	8370823.556
340	8366398.581
341	8360268.447
342	8354784.825
343	8349124.272
344	8343321.318
345	8337655.194
346	8334170.212
347	8330470.261
348	8325352.927
349	8320796.088
350	8316571.802
351	8312374.163
352	8307679.499
353	8302260.618
354	8297766.849
355	8292300.323
356	8286494.889
357	8281471.953
358	8277043.833
359	8269559.35
360	8263326.536
361	8258203
362	8255731.991
363	8251783.678
364	8244723.094
365	8235757.346
366	8233897.213
367	8229249.578
368	8225149.727
369	8220233.727
370	8215894.785
371	8210917.779
372	8207409.284
373	8202741.551
374	8198048.599
375	8192949.096
376	8188732.281
377	8184376.569
378	8178736.034
379	8175391.051
380	8172550.256
381	8167261.821
382	8162548.903
383	8157474.444
384	8153597.18
385	8149958.383
386	8145335.168
387	8141520.898
388	8136960.157
389	8132512.429
390	8127483.316
391	8123350.876
392	8119391.119
393	8114646.582
394	8109033.549
395	8103544.626
396	8100427.358
397	8096238.398
398	8091754.172
399	8087382.86
400	8083603.207
401	8079144.657
402	8076274.918
403	8071748.191
404	8067423.069
405	8062317.295
406	8056840.323
407	8054486.206
408	8049684.146
409	8044882.127
410	8040776.996
411	8037777.111
412	8033833.483
413	8030562.522
414	8023848.23
415	8019283.327
416	8015050.559
417	8011416.274
418	8008259.744
419	8001806.365
420	7996010.99
421	7992097.465
422	7987635.132
423	7982747.703
424	7979885.357
425	7976185.739
426	7970530.033
427	7966708.523
428	7963575.984
429	7959656.44
430	7956674.741
431	7952493.589
432	7950045.317
433	7945219.647
434	7940873.252
435	7933024.43
436	7929949.04
437	7926214.886
438	7923791.466
439	7920713.716
440	7916126.664
441	7911167.376
442	7908100.87
443	7904326.873
444	7901307.569
445	7898073.648
446	7893103.26
447	7887910.023
448	7881898.077
449	7878849.16
450	7873764.078
451	7870350.11
452	7868130.282
453	7864380.146
454	7860914.455
455	7857015.178
456	7853308.576
457	7849931.309
458	7845996.636
459	7844112.169
460	7841312.476
461	7836348.569
462	7834244.002
463	7831138.039
464	7827641.095
465	7824491.881
466	7820343.26
467	7817512.298
468	7813512.379
469	7810921.938
470	7808236.861
471	7804952.885
472	7802285.071
473	7799309.053
474	7797343.74
475	7794966.63
476	7790457.899
477	7786171.056
478	7783939.24
479	7781340.268
480	7777888.368
481	7774842.114
482	7773025.675
483	7770647.051
484	7765943.236
485	7763350.987
486	7759866.873
487	7755493.732
488	7753122.375
489	7750261.625
490	7745940.193
491	7740361.029
492	7737023.378
493	7732901.038
494	7729294.181
495	7726981.474
496	7722762.851
497	7719062.893
498	7716725.774
499	7712798.643
500	7708847.083
501	7705780.958
502	7701344.413
503	7698962.088
504	7694460.056
505	7691684.871
506	7689795.599
507	7685855.476
508	7681263.835
509	7679698.301
510	7677143.465
511	7673399.977
512	7669318.657
513	7667191.368
514	7664036.146
515	7661526.313
516	7658219.835
517	7653824.812
518	7648337.189
519	7642774.416
520	7641016.318
521	7637419.261
522	7633833.203
523	7631212.048
524	7626649.321
525	7623708.562
526	7620041.704
527	7616624.384
528	7614629.532
529	7613209.698
530	7610939.181
531	7606972.978
532	7605074.352
533	7602861.291
534	7598916.006
535	7593701.406
536	7590939.207
537	7587995.716
538	7585114.917
539	7581203.506
540	7578440.176
541	7574829.453
542	7569967.247
543	7566337.629
544	7563121.694
545	7560686.555
546	7558337.258
547	7553507.039
548	7551535.667
549	7549153.039
550	7545792.583
551	7544210.541
552	7540755.627
553	7538484.679
554	7536286.04
555	7531851.719
556	7527594.457
557	7524635.591
558	7522135.587
559	7519990.195
560	7517426.697
561	7513420.259
562	7511524.789
563	7506748.806
564	7504337.105
565	7502266.346
566	7498559.94
567	7495295.021
568	7492725.46
569	7488696.104
570	7486437.616
571	7483385.606
572	7481561.307
573	7478631.168
574	7475852.9
575	7472729.071
576	7470529.003
577	7469211.107
578	7466180.678
579	7463355.145
580	7460616.981
581	7455611.468
582	7453069.944
583	7450701.415
584	7448487.242
585	7446839.495
586	7444268.229
587	7443125.505
588	7440123.458
589	7438287.272
590	7435113.829
591	7433916.849
592	7430507.242
593	7428197.127
594	7426948.881
595	7424745.017
596	7422989.935
597	7419723.281
598	7416172.29
599	7412555.933
600	7409434.214
601	7406512.159
602	7403582.063
603	7399833.477
604	7396496.061
605	7393813.607
606	7392102.169
607	7389724.767
608	7385961.003
609	7383498.866
610	7381050.136
611	7378403.075
612	7375590.544
613	7373166.841
614	7370143.696
615	7367352.634
616	7364729.355
617	7360810.195
618	7358361.379
619	7353841.845
620	7350392.88
621	7349364.442
622	7346219.948
623	7343831.609
624	7341281.087
625	7336244.72
626	7335023.079
627	7333121.272
628	7328734.05
629	7326818.567
630	7321850.168
631	7319916.527
632	7317494.373
633	7315814.928
634	7314395.475
635	7311786.753
636	7308240.817
637	7306159.234
638	7304010.581
639	7301583.507
640	7298996.693
641	7296036.285
642	7292147.089
643	7289406.171
644	7285962.979
645	7283601.951
646	7280190.033
647	7277080.213
648	7273414.149
649	7271193.499
650	7267862.194
651	7265979.594
652	7263962.98
653	7261645.103
654	7256323.443
655	7253138.882
656	7251212.085
657	7249415.133
658	7248342.382
659	7246020.538
660	7243437.291
661	7239900.347
662	7238190.236
663	7234574.242
664	7231973.309
665	7230727.21
666	7227017.724
667	7223861.796
668	7221573.576
669	7217570.99
670	7215182.886
671	7212209.163
672	7208925.228
673	7206392.062
674	7204058.104
675	7202293.787
676	7199681.097
677	7196789.294
678	7195608.336
679	7192224.863
680	7189758.847
681	7187132.348
682	7184408.615
683	7183113.046
684	7181469.494
685	7178883.209
686	7176580.506
687	7173530.283
688	7170124.682
689	7167930.655
690	7166811.38
691	7164342.571
692	7162651.851
693	7158955.221
694	7156387.806
695	7153833.669
696	7150754.955
697	7148319.012
698	7145290.18
699	7143125.258
700	7140413.812
701	7138248.877
702	7136400.491
703	7134148.83
704	7130197.132
705	7128264.871
706	7127178.186
707	7124501.518
708	7121459.121
709	7117591.285
710	7114788.887
711	7112630.074
712	7110052.621
713	7107678.233
714	7105953.353
715	7104566.852
716	7101800.412
717	7099893.256
718	7098181.637
719	7095818.451
720	7092519.839
721	7090153.994
722	7087709.806
723	7084491.77
724	7082661.897
725	7080667.415
726	7077939.253
727	7075095.485
728	7073415.068
729	7071818.778
730	7069147.312
731	7067075.805
732	7065626.988
733	7062503.158
734	7060608.903
735	7059219.294
736	7058308.409
737	7056044.553
738	7053920.3
739	7052177.089
740	7049157.812
741	7047315.15
742	7044885.487
743	7043439.025
744	7041293.734
745	7038761.606
746	7035770.559
747	7033682.643
748	7031923.136
749	7029192.021
750	7025655.928
751	7022956.85
752	7021077.514
753	7018833.906
754	7016975.839
755	7013563.501
756	7010484.043
757	7007321.351
758	7004881.544
759	7001894.065
760	7000516.453
761	6997716.977
762	6996265.675
763	6994501.052
764	6993118.103
765	6991073.104
766	6989626.902
767	6987386.201
768	6985050.305
769	6983404.146
770	6982182.571
771	6980578.659
772	6976203.32
773	6974334.44
774	6972235.162
775	6968765.698
776	6967484.216
777	6966154.867
778	6963954.185
779	6962155.712
780	6960612.874
781	6958060.775
782	6957151.996
783	6954520.601
784	6952812.399
785	6950888.356
786	6949874.487
787	6946495.741
788	6945268.714
789	6942979.008
790	6941854.384
791	6940656.551
792	6937842.926
793	6935739.467
794	6934905.199
795	6932622.223
796	6930788.319
797	6928933.716
798	6925767.702
799	6923500.599
800	6920562.861
801	6917967.544
802	6915828.311
803	6912836.725
804	6910611.521
805	6907530.418
806	6905678.906
807	6903467.329
808	6902005.547
809	6899605.186
810	6898385.311
811	6895094.889
812	6893287.334
813	6892178.162
814	6889704.372
815	6888113.61
816	6886293.668
817	6884255.552
818	6881833.414
819	6879447.135
820	6877933.262
821	6875851.3
822	6873621.674
823	6871399.133
824	6869046.458
825	6868113.647
826	6865634.814
827	6863119.089
828	6861700.889
829	6859423.195
830	6856352.738
831	6854909.861
832	6853833.183
833	6851378.902
834	6849980.191
835	6846785.188
836	6843935.102
837	6842382.77
838	6840031.116
839	6837787.79
840	6836597.188
841	6834234.134
842	6832099.465
843	6829900.648
844	6827644.767
845	6825591.901
846	6824223.987
847	6821631.732
848	6820589.542
849	6819247.475
850	6817330.165
851	6815342.736
852	6812991.968
853	6810841.924
854	6806565.208
855	6805394.494
856	6804069.09
857	6800994.301
858	6798122.756
859	6796208.585
860	6793106.176
861	6790326.631
862	6788106.742
863	6786337.233
864	6786241.443
865	6784832.494
866	6782578.946
867	6781678.272
868	6779998.684
869	6778240.476
870	6776029.816
871	6772249.05
872	6768950.957
873	6766625.556
874	6764232.582
875	6762546.713
876	6760567.248
877	6757670.29
878	6754809.733
879	6753796.948
880	6752421.535
881	6750691.454
882	6748420.465
883	6747522.878
884	6745199.296
885	6743167.527
886	6741086.926
887	6738341.874
888	6736604.644
889	6734188.122
890	6731756.765
891	6730100.38
892	6728343.443
893	6726036.666
894	6723837.877
895	6721974.187
896	6718799.981
897	6718222.274
898	6716846.445
899	6715597.993
900	6714700.513
901	6712571.549
902	6710391.809
903	6708689.452
904	6707386.946
905	6704451.143
906	6702743.982
907	6701056.727
908	6699270.784
909	6697243.151
910	6694835.006
911	6693178.016
912	6690637.686
913	6688777.192
914	6686947.594
915	6685489.675
916	6683102.182
917	6680043.452
918	6678030.929
919	6675634.742
920	6673548.611
921	6671159.899
922	6669362.649
923	6667043.221
924	6664757.74
925	6662449.782
926	6660778.468
927	6659826.211
928	6658594.368
929	6656868.767
930	6655517.613
931	6654028.111
932	6652282.689
933	6650635.814
934	6648754.93
935	6646600.007
936	6644789.105
937	6643370.648
938	6641391.246
939	6639336.717
940	6637899.178
941	6635605.046
942	6633202.733
943	6630787.887
944	6626963.99
945	6625559.674
946	6623253.458
947	6621790.665
948	6620344.688
949	6618707.974
950	6617359.427
951	6615520.366
952	6613920.475
953	6612925.927
954	6611389.516
955	6609960.205
956	6607927.691
957	6606046.201
958	6604444.289
959	6603310.127
960	6600936.266
961	6599105.058
962	6597166.642
963	6595437.035
964	6593617.82
965	6591487.032
966	6589689.448
967	6587990.032
968	6586280.892
969	6584227.094
970	6582878.696
971	6580986.799
972	6579294.488
973	6576683.167
974	6574485.354
975	6571716.02
976	6570479.381
977	6569102.507
978	6567061.258
979	6565293.628
980	6564045.574
981	6561025.374
982	6558470.714
983	6556917.874
984	6555794.293
985	6554289.533
986	6552252.212
987	6550383.846
988	6548355.334
989	6546363.925
990	6544337.854
991	6542410.69
992	6541672.746
993	6539795.377
994	6537532.148
995	6535664.804
996	6534468.69
997	6532517.534
998	6531716.41
999	6530403.881
1000	6528775.213
1001	6527971.462
1002	6525161.344
1003	6522867.31
1004	6521537.396
1005	6519499.229
1006	6517844.274
1007	6515892.145
1008	6513761.957
1009	6511752.185
1010	6509142.631
1011	6507843.979
1012	6506424.732
1013	6505159.313
1014	6503332.478
1015	6502364.865
1016	6501199.076
1017	6499886.462
1018	6498893.867
1019	6496929.985
1020	6494694.562
1021	6493760.97
1022	6491297.437
1023	6489189.361
1024	6487606.315
1025	6485805.56
1026	6484823.113
1027	6483471.22
1028	6482475.205
1029	6480766.868
1030	6479209.817
1031	6477516.989
1032	6475952.274
1033	6474900.172
1034	6473115.431
1035	6471184.934
1036	6470236.347
1037	6469002.086
1038	6467082.609
1039	6465355.373
1040	6463268.588
1041	6462911.75
1042	6459354.542
1043	6457350.748
1044	6455148.163
1045	6454442.597
1046	6452504.943
1047	6451927.199
1048	6449686.005
1049	6447279.73
1050	6445432.105
1051	6443093.519
1052	6441150.488
1053	6439995.005
1054	6437988.351
1055	6436876.371
1056	6434651.827
1057	6433022.366
1058	6431205.868
1059	6429929.633
1060	6428407.494
1061	6426028.402
1062	6424704.548
1063	6423535.705
1064	6422328.575
1065	6419574.292
1066	6417875.535
1067	6416637.105
1068	6415017.018
1069	6412310.9
1070	6411074.506
1071	6409566.649
1072	6406711.685
1073	6405740.729
1074	6403426.956
1075	6403121.813
1076	6401184.834
1077	6398876.333
1078	6396825.787
1079	6394292.289
1080	6391473.057
1081	6390927.661
1082	6390492.375
1083	6389351.478
1084	6387390.953
1085	6385722.326
1086	6383673.817
1087	6381642.694
1088	6380201.561
1089	6378445.356
1090	6377357.039
1091	6376351.95
1092	6375334.037
1093	6373951.558
1094	6372143.398
1095	6370709.566
1096	6369954.332
1097	6367748.535
1098	6364742.952
1099	6363199.519
1100	6361969.73
1101	6359898.965
1102	6358836.395
1103	6358109.683
1104	6357587.654
1105	6355623.717
1106	6354330.601
1107	6352355.314
1108	6352020.597
1109	6349534.757
1110	6347321.323
1111	6346007.96
1112	6344691.912
1113	6343892.674
1114	6341749.142
1115	6339418.188
1116	6338267.897
1117	6336058.781
1118	6334774.199
1119	6334030.629
1120	6331889.06
1121	6331624.566
1122	6330694.943
1123	6329453.333
1124	6327935.393
1125	6327590.995
1126	6325977.222
1127	6324897.308
1128	6323600.575
1129	6322189.96
1130	6321262.122
1131	6319788.961
1132	6316982.827
1133	6315816.799
1134	6314047.748
1135	6312746.611
1136	6311042.168
1137	6309205.667
1138	6307639.934
1139	6306344.609
1140	6305760.153
1141	6303934.329
1142	6301974.322
1143	6300770.69
1144	6299605.96
1145	6298486.348
1146	6297076.068
1147	6295983.518
1148	6293958.559
1149	6292489.079
1150	6290329.2
1151	6287359.561
1152	6285882.136
1153	6284363.292
1154	6283223.236
1155	6282086.992
1156	6280546.498
1157	6279381.061
1158	6277974.598
1159	6275596.441
1160	6274265.868
1161	6272835.985
1162	6271781.9
1163	6270526.943
1164	6269058.863
1165	6268405.093
1166	6267010.779
1167	6265023.325
1168	6263023.43
1169	6261411.036
1170	6259070.497
1171	6256647.621
1172	6254424.806
1173	6253169.318
1174	6251168.38
1175	6249788.222
1176	6247070.838
1177	6246173.744
1178	6244630.775
1179	6242512.372
1180	6241638.229
1181	6240184.813
1182	6238553.362
1183	6237784.785
1184	6235771.426
1185	6234583.551
1186	6232522.09
1187	6230089.106
1188	6228793.954
1189	6227229.303
1190	6225791.829
1191	6224606.748
1192	6221860.416
1193	6220665.822
1194	6219674.933
1195	6218221.549
1196	6216133.524
1197	6213837.436
1198	6213074.455
1199	6212438.649
1200	6210656.5
1201	6209494.373
1202	6207422.611
1203	6205260.648
1204	6203916.948
1205	6201896.127
1206	6201111.988
1207	6199683.138
1208	6198179.301
1209	6196896.679
1210	6194905.28
1211	6194120.609
1212	6193044.541
1213	6191085.787
1214	6189489.382
1215	6188196.1
1216	6186356.631
1217	6184241.816
1218	6183086.253
1219	6181745.46
1220	6180314.734
1221	6179435.905
1222	6178300.194
1223	6177132.242
1224	6175497.723
1225	6174413.274
1226	6173478.019
1227	6171894.984
1228	6170443.317
1229	6169234.683
1230	6167668.656
1231	6166729.664
1232	6164376.892
1233	6162708.723
1234	6161611.525
1235	6159987.556
1236	6158239.863
1237	6156856.921
1238	6155045.567
1239	6153959.401
1240	6153080.474
1241	6151167.75
1242	6149708.298
1243	6148508.039
1244	6147071.32
1245	6145931.729
1246	6144827.226
1247	6143571.343
1248	6142385.326
1249	6140733.666
1250	6138469.553
1251	6137157.477
1252	6134972.279
1253	6133890.08
1254	6132030.974
1255	6131199.056
1256	6128529.469
1257	6127378.071
1258	6125532.415
1259	6124433.991
1260	6122967.151
1261	6121638.915
1262	6119656.074
1263	6117622.996
1264	6116173.818
1265	6114770.159
1266	6113790.529
1267	6111671.923
1268	6110220.344
1269	6109315.936
1270	6108202.576
1271	6106632.366
1272	6105627.805
1273	6104834.605
1274	6102969.056
1275	6101429.373
1276	6099636.109
1277	6098224.26
1278	6097033.922
1279	6095342.146
1280	6093789.983
1281	6092679.971
1282	6091205.784
1283	6089690.571
1284	6087143.519
1285	6084696.886
1286	6083485.45
1287	6082821.395
1288	6081488.184
1289	6079146.677
1290	6077078.198
1291	6075665.667
1292	6073556.507
1293	6071588.952
1294	6070381.253
1295	6069436.538
1296	6068147.967
1297	6065932.465
1298	6064859.702
1299	6062441.162
1300	6061436.151
1301	6059204.954
1302	6057629.733
1303	6056137.123
1304	6055312.086
1305	6054196.323
1306	6053795.671
1307	6052719.841
1308	6051569.004
1309	6049638.408
1310	6047270.108
1311	6046389.564
1312	6045625.624
1313	6043709.33
1314	6042022.705
1315	6040354.125
1316	6039375.01
1317	6037519.335
1318	6036482.63
1319	6035352.18
1320	6033814.189
1321	6032023.454
1322	6030916.575
1323	6029568.024
1324	6028487.479
1325	6026931.139
1326	6024948.102
1327	6023219.494
1328	6021332.711
1329	6020116.388
1330	6018670.554
1331	6017064.421
1332	6016304.229
1333	6014049.284
1334	6011812.882
1335	6010205.992
1336	6008595.098
1337	6006738.269
1338	6005117.427
1339	6004085.572
1340	6003064.002
1341	6001348.537
1342	5999602.502
1343	5998784.416
1344	5997692.995
1345	5995701.314
1346	5994464.333
1347	5993688.924
1348	5992966.95
1349	5990879.642
1350	5989262.419
1351	5988226.483
1352	5986622.05
1353	5985776.743
1354	5984234.274
1355	5983566.083
1356	5981553.857
1357	5980450.219
1358	5979070.268
1359	5977762.624
1360	5976491.726
1361	5975637.155
1362	5974852.76
1363	5973466.316
1364	5972196.099
1365	5971250.151
1366	5969854.151
1367	5967858.389
1368	5966570.349
1369	5965409.509
1370	5964105.208
1371	5962235.919
1372	5960519.416
1373	5959390.185
1374	5957698.101
1375	5956310.081
1376	5953664.475
1377	5952466.177
1378	5951948.589
1379	5950731.339
1380	5949402.185
1381	5947975.222
1382	5946880.291
1383	5945890.545
1384	5943319.229
1385	5942264.245
1386	5941262.19
1387	5940052.357
1388	5937418.847
1389	5936637.39
1390	5934882.801
1391	5934038.782
1392	5932324.777
1393	5930749.3
1394	5929379.94
1395	5928356.895
1396	5927178.808
1397	5925928.104
1398	5925203.19
1399	5924251.25
1400	5923383.857
1401	5922360.067
1402	5920769.198
1403	5919297.397
1404	5918507.584
1405	5917682.6
1406	5915301.823
1407	5913411.004
1408	5911767.057
1409	5910197.375
1410	5909092.518
1411	5907949.867
1412	5907198.9
1413	5905599.937
1414	5903921.308
1415	5902005.818
1416	5900627.152
1417	5899493.346
1418	5898250.332
1419	5897281.075
1420	5895916.949
1421	5895032.622
1422	5893494.331
1423	5891697.612
1424	5890943.863
1425	5889881.834
1426	5888771.062
1427	5888660.313
1428	5886230.38
1429	5884921.9
1430	5883077.47
1431	5881695.319
1432	5880468.052
1433	5879149.53
1434	5878119.361
1435	5877136.535
1436	5876350.121
1437	5874275.632
1438	5873448.632
1439	5871579.687
1440	5869986.935
1441	5869321.73
1442	5868744.345
1443	5867747.8
1444	5866492.01
1445	5864262.447
1446	5863000.684
1447	5861641.183
1448	5860079.308
1449	5858728.668
1450	5857584.819
1451	5856072.839
1452	5854396.267
1453	5853401.784
1454	5851632.913
1455	5850532.476
1456	5849203.088
1457	5847393.16
1458	5846797.687
1459	5845113.763
1460	5843126.844
1461	5842147.873
1462	5840384.523
1463	5839611.477
1464	5838596.127
1465	5837588.157
1466	5836461.908
1467	5835365.173
1468	5834667.194
1469	5833632.538
1470	5832513.908
1471	5831136.034
1472	5829565.906
1473	5829224.806
1474	5828190.302
1475	5827482.98
1476	5826728.233
1477	5826083.659
1478	5824311.653
1479	5823522.904
1480	5821585.929
1481	5820277.057
1482	5818018.152
1483	5817736.309
1484	5816337.425
1485	5815156.495
1486	5814183.65
1487	5812833.536
1488	5811623.886
1489	5809878.812
1490	5809197.535
1491	5807930.443
1492	5807081.107
1493	5805311.221
1494	5803787.855
1495	5802489.239
1496	5802313.409
1497	5801081.032
1498	5800494.998
1499	5798675.754
1500	5797522.073
1501	5797011.02
1502	5795292.709
1503	5793845.085
1504	5793063.655
1505	5791165.892
1506	5790266.808
1507	5788993.317
1508	5787880.563
1509	5787023.713
1510	5784443.169
1511	5782897.419
1512	5781754.848
1513	5780835.878
1514	5779590.716
1515	5778584.295
1516	5777439.641
1517	5776129.432
1518	5775247.142
1519	5773758.217
1520	5772429.034
1521	5770619.989
1522	5769435.286
1523	5768120.395
1524	5766832.519
1525	5765727.149
1526	5764860.271
1527	5764700.377
1528	5763487.088
1529	5762401.691
1530	5760849.981
1531	5760109.959
1532	5758915.393
1533	5757589.776
1534	5756235.359
1535	5755378.386
1536	5754757.724
1537	5753828.834
1538	5752608.282
1539	5751276.091
1540	5749861.723
1541	5748454.73
1542	5747863.536
1543	5746021.403
1544	5744179.675
1545	5742841.292
1546	5741220.483
1547	5740921.304
1548	5740304.095
1549	5738753.067
1550	5737518.77
1551	5735891.987
1552	5735051.16
1553	5734189.785
1554	5733056.554
1555	5731551.04
1556	5730386.297
1557	5728854.29
1558	5727414.027
1559	5726148.479
1560	5725253.379
1561	5723855.548
1562	5722758.786
1563	5721713.097
1564	5719735.332
1565	5718310.119
1566	5717200.763
1567	5715929.994
1568	5714704.333
1569	5712960.528
1570	5711438.4
1571	5710303.077
1572	5708771.529
1573	5707201.549
1574	5705703.201
1575	5705259.64
1576	5704397.205
1577	5703303.177
1578	5701318.315
1579	5700324.147
1580	5699045.863
1581	5697289.214
1582	5696264.951
1583	5695165.083
1584	5694311.081
1585	5693646.849
1586	5692823.657
1587	5691402.655
1588	5689302.654
1589	5688425.133
1590	5687571.447
1591	5686528.174
1592	5685073.969
1593	5683796.012
1594	5682302.657
1595	5681159.704
1596	5680074.188
1597	5678807.868
1598	5677195.578
1599	5676338.336
1600	5675462.399
1601	5674288.875
1602	5672625.556
1603	5671680.83
1604	5670474.268
1605	5669633.42
1606	5668219.423
1607	5667082.308
1608	5665641.821
1609	5664316.561
1610	5663359.811
1611	5662500.169
1612	5661921.091
1613	5660554.826
1614	5659016.633
1615	5658320.814
1616	5657460.966
1617	5656991.937
1618	5655067.98
1619	5653845.825
1620	5652051.05
1621	5650901.592
1622	5650147.304
1623	5649612.186
1624	5647526.975
1625	5646674.449
1626	5645514.109
1627	5644096.052
1628	5643195.277
1629	5641632.872
1630	5639386.046
1631	5638225.109
1632	5636694.182
1633	5635620.08
1634	5634977.411
1635	5633963.108
1636	5632231.157
1637	5631098.449
1638	5629208.655
1639	5627970.452
1640	5626145.176
1641	5625267.533
1642	5624491.321
1643	5623308.302
1644	5622827.393
1645	5622018.119
1646	5621352.524
1647	5620328.085
1648	5618885.012
1649	5618093.4
1650	5616982.276
1651	5616051.207
1652	5614487.427
1653	5612691.613
1654	5611887.587
1655	5610717.618
1656	5609700.077
1657	5608433.221
1658	5607167.294
1659	5606133.737
1660	5605116.345
1661	5604402.365
1662	5602585.259
1663	5601891.401
1664	5600714.126
